,Loss_State_Space
1134,[1.073202133178711]
1135,[1.1889065504074097]
1136,[1.9723175764083862]
1137,[4.328619480133057]
1138,[0.8912551403045654]
1139,[0.7329626679420471]
1140,[0.3170597553253174]
1141,[0.516948938369751]
1142,[1.0200117826461792]
1143,[0.6624805927276611]
1144,[0.661261260509491]
1145,[5.7033185958862305]
1146,[0.2023611217737198]
1147,[0.5385181307792664]
1148,[1.0754705667495728]
1149,[1.6038390398025513]
1150,[1.4954099655151367]
1151,[1.0145578384399414]
1152,[4.671722412109375]
1153,[4.675051689147949]
1154,[0.41706132888793945]
1155,[2.19767427444458]
1156,[0.994636058807373]
1157,[1.8340075016021729]
1158,[2.3331639766693115]
1159,[1.2000164985656738]
1160,[0.9620722532272339]
1161,[4.960813999176025]
1162,[0.7938964366912842]
1163,[0.8960109949111938]
1164,[0.7701128721237183]
1165,[0.5927407741546631]
1166,[0.729924201965332]
1167,[0.7295023202896118]
1168,[0.6635663509368896]
1169,[0.7159231901168823]
1170,[0.5191258192062378]
1171,[1.2451902627944946]
1172,[1.1182847023010254]
1173,[3.1044890880584717]
1174,[0.4596560001373291]
1175,[2.3189563751220703]
1176,[2.495476007461548]
1177,[4.572975158691406]
1178,[0.6924670934677124]
1179,[1.1345140933990479]
1180,[0.7489950060844421]
1181,[0.5101291537284851]
1182,[0.6554766893386841]
1183,[0.5159356594085693]
1184,[0.45460623502731323]
1185,[2.5445339679718018]
1186,[0.6566379070281982]
1187,[8.909027099609375]
1188,[21.70138931274414]
1189,[0.8278066515922546]
1190,[1.087275743484497]
1191,[2.112893581390381]
1192,[1.2239203453063965]
1193,[1.7284269332885742]
1194,[0.7636922597885132]
1195,[0.9556481242179871]
1196,[0.840316653251648]
1197,[0.8665796518325806]
1198,[5.623746395111084]
1199,[2.3111014366149902]
1200,[1.0116914510726929]
1201,[0.9414554834365845]
1202,[2.850311279296875]
1203,[0.8407371044158936]
1204,[0.7982983589172363]
1205,[2.3130292892456055]
1206,[0.5674959421157837]
1207,[0.41628217697143555]
1208,[4.991458892822266]
1209,[0.4209643304347992]
1210,[1.0207629203796387]
1211,[1.3442984819412231]
1212,[1.3471412658691406]
1213,[0.6765905022621155]
1214,[0.5080291032791138]
1215,[0.9736466407775879]
1216,[0.4288501739501953]
1217,[1.9799704551696777]
1218,[2.1129727363586426]
1219,[1.0659692287445068]
1220,[0.5146692991256714]
1221,[0.35405659675598145]
1222,[1.5564818382263184]
1223,[0.3821188509464264]
1224,[0.37679600715637207]
1225,[0.38959231972694397]
1226,[6.759164333343506]
1227,[1.666879415512085]
1228,[1.4290375709533691]
1229,[0.6658017635345459]
1230,[9.406299591064453]
1231,[0.4480034112930298]
1232,[0.5852168798446655]
1233,[0.7629228234291077]
1234,[0.7379217147827148]
1235,[0.7134334444999695]
1236,[0.45861321687698364]
1237,[0.2601945102214813]
1238,[0.8764364123344421]
1239,[0.3819012939929962]
1240,[1.0012738704681396]
1241,[0.774154007434845]
1242,[0.7340315580368042]
1243,[0.3943648636341095]
1244,[0.6398272514343262]
1245,[2.5180726051330566]
1246,[0.341468870639801]
1247,[1.4381628036499023]
1248,[0.42020586133003235]
1249,[0.4565145969390869]
1250,[1.4867660999298096]
1251,[0.2834303081035614]
1252,[0.506209135055542]
1253,[1.1891508102416992]
1254,[0.3807797133922577]
1255,[0.6938097476959229]
1256,[10.109334945678711]
1257,[0.3911537826061249]
1258,[1.061187982559204]
1259,[0.8715932369232178]
1260,[0.4558831453323364]
1261,[0.3962812125682831]
1262,[0.6281145215034485]
1263,[1.752964735031128]
1264,[0.32338428497314453]
1265,[0.3988463878631592]
1266,[0.29821085929870605]
1267,[0.6895209550857544]
1268,[1.0585544109344482]
1269,[0.2911134362220764]
1270,[6.557127952575684]
1271,[0.5757424831390381]
1272,[0.15894892811775208]
1273,[0.843826413154602]
1274,[0.40122997760772705]
1275,[0.17356643080711365]
1276,[0.6656968593597412]
1277,[0.2257232964038849]
1278,[0.299296498298645]
1279,[1.6294503211975098]
1280,[1.2002646923065186]
1281,[0.13138586282730103]
1282,[0.17450910806655884]
1283,[0.3961471915245056]
1284,[2.1312448978424072]
1285,[0.3649459779262543]
1286,[0.8741405010223389]
1287,[0.618791401386261]
1288,[7.438204765319824]
1289,[0.30999791622161865]
1290,[6.449956893920898]
1291,[3.023143768310547]
1292,[0.5066012144088745]
1293,[0.2094028741121292]
1294,[0.9440886974334717]
1295,[0.31666049361228943]
1296,[12.667032241821289]
1297,[0.46876779198646545]
1298,[0.6130597591400146]
1299,[1.0171548128128052]
1300,[0.8250302076339722]
1301,[5.993756294250488]
1302,[0.48706042766571045]
1303,[0.31699544191360474]
1304,[0.4892430007457733]
1305,[0.3287242650985718]
1306,[0.9864076375961304]
1307,[0.4679758548736572]
1308,[0.9858037829399109]
1309,[0.38147789239883423]
1310,[3.653390645980835]
1311,[3.0500991344451904]
1312,[0.36478254199028015]
1313,[0.3962242603302002]
1314,[0.38237982988357544]
1315,[0.6806305646896362]
1316,[0.42380237579345703]
1317,[0.17296108603477478]
1318,[26.441314697265625]
1319,[0.29105710983276367]
1320,[0.38074415922164917]
1321,[0.31652963161468506]
1322,[0.567044734954834]
1323,[0.689792811870575]
1324,[2.6684887409210205]
1325,[0.734545111656189]
1326,[0.610124945640564]
1327,[0.6138303875923157]
1328,[0.6320821046829224]
1329,[0.45740807056427]
1330,[4.3027567863464355]
1331,[1.222014307975769]
1332,[0.37691211700439453]
1333,[0.2777756452560425]
1334,[1.0049725770950317]
1335,[0.948664665222168]
1336,[2.4828145503997803]
1337,[0.3264949321746826]
1338,[1.9507551193237305]
1339,[14.361611366271973]
1340,[27.916933059692383]
1341,[0.5647085309028625]
1342,[0.47296541929244995]
1343,[0.4842684268951416]
1344,[0.7826770544052124]
1345,[2.1697659492492676]
1346,[0.44636377692222595]
1347,[0.6842941641807556]
1348,[0.4482281506061554]
1349,[1.1916468143463135]
1350,[0.24314402043819427]
1351,[11.322091102600098]
1352,[6.168259620666504]
1353,[0.2786612808704376]
1354,[1.163967251777649]
1355,[3.668330669403076]
1356,[0.6509817838668823]
1357,[0.5024152398109436]
1358,[0.6426515579223633]
1359,[0.6328455805778503]
1360,[0.9056432843208313]
1361,[0.2870592474937439]
1362,[0.5591094493865967]
1363,[0.8318860530853271]
1364,[0.5073538422584534]
1365,[0.3092641234397888]
1366,[0.44957658648490906]
1367,[20.345802307128906]
1368,[1.420727014541626]
1369,[2.3212335109710693]
1370,[11.293924331665039]
1371,[3.2917630672454834]
1372,[0.9989812970161438]
1373,[2.486737012863159]
1374,[0.4789014458656311]
1375,[1.7800664901733398]
1376,[0.5270569920539856]
1377,[2.5947084426879883]
1378,[0.6766314506530762]
1379,[0.6645345687866211]
1380,[0.97223961353302]
1381,[0.7201766967773438]
1382,[1.137520670890808]
1383,[0.4575137495994568]
1384,[1.1122963428497314]
1385,[5.445888519287109]
1386,[0.40352439880371094]
1387,[1.4524364471435547]
1388,[0.6451677083969116]
1389,[0.6047064661979675]
1390,[0.2606678903102875]
1391,[1.2173231840133667]
1392,[0.47888660430908203]
1393,[0.47119516134262085]
1394,[0.6025112867355347]
1395,[0.4896637797355652]
1396,[0.35171693563461304]
1397,[1.6790436506271362]
1398,[0.35896003246307373]
1399,[1.6585203409194946]
1400,[2.0880777835845947]
1401,[0.7543702125549316]
1402,[8.062164306640625]
1403,[0.5202696323394775]
1404,[0.8692343831062317]
1405,[1.2617650032043457]
1406,[0.736030101776123]
1407,[13.063692092895508]
1408,[0.7066378593444824]
1409,[1.7412211894989014]
1410,[0.35775262117385864]
1411,[0.17296820878982544]
1412,[0.5476689338684082]
1413,[0.8240561485290527]
1414,[0.5506328344345093]
1415,[0.7275285720825195]
1416,[1.343259572982788]
1417,[0.4302538335323334]
1418,[0.6368292570114136]
1419,[0.5374717712402344]
1420,[0.47480320930480957]
1421,[0.49577775597572327]
1422,[30.70711898803711]
1423,[1.3489245176315308]
1424,[0.8479684591293335]
1425,[0.6642618179321289]
1426,[0.4845057725906372]
1427,[0.5639157295227051]
1428,[0.8521097898483276]
1429,[0.22765570878982544]
1430,[0.5551530718803406]
1431,[0.7430071830749512]
1432,[0.8414449095726013]
1433,[0.16356538236141205]
1434,[0.20913907885551453]
1435,[1.493422269821167]
1436,[0.6733204126358032]
1437,[0.5679479837417603]
1438,[1.6731587648391724]
1439,[1.2186250686645508]
1440,[0.233209490776062]
1441,[0.5859503149986267]
1442,[8.922245979309082]
1443,[0.44947588443756104]
1444,[0.2763392925262451]
1445,[0.12772563099861145]
1446,[4.449528694152832]
1447,[8.328620910644531]
1448,[1.4180675745010376]
1449,[0.41447389125823975]
1450,[0.46158677339553833]
1451,[0.984339714050293]
1452,[0.3673425018787384]
1453,[1.078925609588623]
1454,[0.8815350532531738]
1455,[0.2025303989648819]
1456,[0.4462164044380188]
1457,[3.128110408782959]
1458,[14.216639518737793]
1459,[1.1317319869995117]
1460,[0.5540936589241028]
1461,[0.5444729924201965]
1462,[0.6486842632293701]
1463,[0.18310073018074036]
1464,[2.9804725646972656]
1465,[0.7038291096687317]
1466,[1.0632423162460327]
1467,[0.22397717833518982]
1468,[0.6018697023391724]
1469,[1.1754838228225708]
1470,[0.7623398303985596]
1471,[3.4222261905670166]
1472,[1.2655925750732422]
1473,[0.2424587607383728]
1474,[0.3256937861442566]
1475,[3.3270034790039062]
1476,[0.465606153011322]
1477,[1.4224052429199219]
1478,[30.034738540649414]
1479,[0.8751183748245239]
1480,[0.4879841208457947]
1481,[1.234708309173584]
1482,[0.417838454246521]
1483,[1.2000725269317627]
1484,[2.186471939086914]
1485,[0.5608547925949097]
1486,[0.5080252885818481]
1487,[0.536396861076355]
1488,[0.41402408480644226]
1489,[0.4480459690093994]
1490,[5.301089763641357]
1491,[0.590499997138977]
1492,[0.6503469944000244]
1493,[0.25788307189941406]
1494,[5.947711944580078]
1495,[0.5852315425872803]
1496,[1.0184869766235352]
1497,[9.667308807373047]
1498,[0.27593794465065]
1499,[3.753131151199341]
1500,[0.6683993935585022]
1501,[6.120932579040527]
1502,[0.9926748275756836]
1503,[0.3913092613220215]
1504,[2.136754035949707]
1505,[0.6433519124984741]
1506,[0.47409260272979736]
1507,[1.6549354791641235]
1508,[0.9254753589630127]
1509,[0.6359437108039856]
1510,[2.521242618560791]
1511,[12.513007164001465]
1512,[1.697986125946045]
1513,[0.4099735617637634]
1514,[0.18502451479434967]
1515,[0.6996908187866211]
1516,[1.0882294178009033]
1517,[0.7344639897346497]
1518,[7.652177810668945]
1519,[0.547174870967865]
1520,[0.7672277688980103]
1521,[2.522756576538086]
1522,[0.8916707038879395]
1523,[0.710148811340332]
1524,[0.5562341213226318]
1525,[1.373308539390564]
1526,[0.2976497411727905]
1527,[1.1602163314819336]
1528,[0.25871366262435913]
1529,[0.1729113906621933]
1530,[1.6519371271133423]
1531,[0.3046146631240845]
1532,[0.28069448471069336]
1533,[0.33191990852355957]
1534,[0.3507116436958313]
1535,[0.218894824385643]
1536,[0.5041590929031372]
1537,[0.23000773787498474]
1538,[0.3931698799133301]
1539,[0.5716846585273743]
1540,[3.377124547958374]
1541,[0.2014234960079193]
1542,[0.36372506618499756]
1543,[1.5250639915466309]
1544,[0.1697043627500534]
1545,[0.48121947050094604]
1546,[0.662529706954956]
1547,[1.3830238580703735]
1548,[0.40193915367126465]
1549,[0.3421515226364136]
1550,[0.25797775387763977]
1551,[0.16318640112876892]
1552,[3.933577299118042]
1553,[6.082236289978027]
1554,[0.3862554728984833]
1555,[0.35209158062934875]
1556,[0.9073455333709717]
1557,[2.2210299968719482]
1558,[0.343925416469574]
1559,[0.7598835229873657]
1560,[0.38393208384513855]
1561,[1.0097393989562988]
1562,[0.15508544445037842]
1563,[4.376923561096191]
1564,[0.3332873284816742]
1565,[1.7172828912734985]
1566,[0.26987460255622864]
1567,[1.4717090129852295]
1568,[0.13899394869804382]
1569,[1.982121467590332]
1570,[2.994684934616089]
1571,[0.19466626644134521]
1572,[12.669910430908203]
1573,[1.4151983261108398]
1574,[0.7049209475517273]
1575,[0.3926846981048584]
1576,[0.7997838258743286]
1577,[0.9360454082489014]
1578,[0.541348934173584]
1579,[0.8285505771636963]
1580,[0.7405127286911011]
1581,[0.46260637044906616]
1582,[0.6247390508651733]
1583,[0.5011687278747559]
1584,[0.5617690086364746]
1585,[0.5158374309539795]
1586,[0.2840675413608551]
1587,[0.660529613494873]
1588,[0.5828996896743774]
1589,[1.5037428140640259]
1590,[0.6021866202354431]
1591,[0.37964802980422974]
1592,[0.1683662235736847]
1593,[2.227738857269287]
1594,[3.6675314903259277]
1595,[4.147035598754883]
1596,[3.0689334869384766]
1597,[0.29821276664733887]
1598,[1.478654384613037]
1599,[0.32739341259002686]
1600,[1.4799649715423584]
1601,[5.879642963409424]
1602,[2.8434879779815674]
1603,[15.964667320251465]
1604,[0.3686169981956482]
1605,[1.6038707494735718]
1606,[1.3401702642440796]
1607,[1.8257839679718018]
1608,[1.617133617401123]
1609,[4.6916728019714355]
1610,[0.43005800247192383]
1611,[0.7577868700027466]
1612,[0.5713841915130615]
1613,[10.215328216552734]
1614,[2.2680203914642334]
1615,[1.1651926040649414]
1616,[1.1097309589385986]
1617,[0.5251703262329102]
1618,[0.6682498455047607]
1619,[0.9427750110626221]
1620,[1.1318349838256836]
1621,[0.6764848232269287]
1622,[3.139427900314331]
1623,[1.3410710096359253]
1624,[0.6619784235954285]
1625,[1.7636253833770752]
1626,[0.2905293107032776]
1627,[0.48496437072753906]
1628,[0.6477736830711365]
1629,[0.4582068622112274]
1630,[28.560466766357422]
1631,[6.352325439453125]
1632,[0.5112361311912537]
1633,[0.9736341238021851]
1634,[0.4374867081642151]
1635,[0.8564409017562866]
1636,[0.9872157573699951]
1637,[0.42555251717567444]
1638,[0.7759392261505127]
1639,[1.077085018157959]
1640,[0.3545944392681122]
1641,[0.913179874420166]
1642,[0.4726775288581848]
1643,[0.46937787532806396]
1644,[0.3896758258342743]
1645,[0.23163121938705444]
1646,[0.4057548940181732]
1647,[0.18058037757873535]
1648,[0.3517962098121643]
1649,[0.9852491617202759]
1650,[0.2385290265083313]
1651,[3.196112871170044]
1652,[5.089851379394531]
1653,[0.8880117535591125]
1654,[0.49529772996902466]
1655,[0.5306837558746338]
1656,[0.6448880434036255]
1657,[0.553956925868988]
1658,[1.193847417831421]
1659,[0.37808799743652344]
1660,[0.5897383689880371]
1661,[0.5208307504653931]
1662,[4.355208396911621]
1663,[0.20895381271839142]
1664,[0.4289637804031372]
1665,[0.49222010374069214]
1666,[0.2088884562253952]
1667,[1.4805747270584106]
1668,[1.2757971286773682]
1669,[0.8541961908340454]
1670,[5.31178092956543]
1671,[0.2147945761680603]
1672,[0.3483469486236572]
1673,[3.170713186264038]
1674,[3.6743662357330322]
1675,[1.0954006910324097]
1676,[0.4588852822780609]
1677,[0.6396852731704712]
1678,[0.642918586730957]
1679,[0.7990474700927734]
1680,[0.34676802158355713]
1681,[34.98149871826172]
1682,[1.1411715745925903]
1683,[0.2635236382484436]
1684,[0.4167720675468445]
1685,[0.6622622013092041]
1686,[0.48730918765068054]
1687,[0.3124460279941559]
1688,[2.156177282333374]
1689,[0.8169313669204712]
1690,[0.4850351810455322]
1691,[0.5492717027664185]
1692,[1.2473243474960327]
1693,[0.6476613283157349]
1694,[0.3834092617034912]
1695,[0.50315260887146]
1696,[0.1468537151813507]
1697,[0.9029282331466675]
1698,[0.33915358781814575]
1699,[0.21021217107772827]
1700,[1.156739354133606]
1701,[1.241523027420044]
1702,[0.5152214765548706]
1703,[0.9515547752380371]
1704,[1.5191645622253418]
1705,[0.1765567511320114]
1706,[0.4913265109062195]
1707,[0.3189176917076111]
1708,[32.34249496459961]
1709,[0.21835365891456604]
1710,[0.515399694442749]
1711,[0.8491854667663574]
1712,[0.6570887565612793]
1713,[1.4037898778915405]
1714,[0.8107302188873291]
1715,[3.993088722229004]
1716,[0.5202850103378296]
1717,[1.11588454246521]
1718,[0.44943782687187195]
1719,[0.6763461828231812]
1720,[1.2956266403198242]
1721,[0.30998873710632324]
1722,[2.2445363998413086]
1723,[0.4401395916938782]
1724,[0.2422388195991516]
1725,[0.5180605053901672]
1726,[1.6308401823043823]
1727,[0.18395163118839264]
1728,[4.401937961578369]
1729,[0.5053189992904663]
1730,[6.127536296844482]
1731,[3.792130708694458]
1732,[0.5627580285072327]
1733,[0.535758376121521]
1734,[0.6066786050796509]
1735,[0.5005062818527222]
1736,[0.7882782220840454]
1737,[0.3961886763572693]
1738,[26.22260284423828]
1739,[0.5349504947662354]
1740,[0.849013090133667]
1741,[0.7879866361618042]
1742,[1.2578716278076172]
1743,[0.7523571252822876]
1744,[0.5909717082977295]
1745,[0.1955798864364624]
1746,[0.698581874370575]
1747,[0.2460937201976776]
1748,[0.764898955821991]
1749,[0.49531519412994385]
1750,[0.39591410756111145]
1751,[0.30556848645210266]
1752,[0.5443471670150757]
1753,[1.9484472274780273]
1754,[0.1683463305234909]
1755,[0.4499738812446594]
1756,[0.3493361473083496]
1757,[7.707417011260986]
1758,[0.2528513967990875]
1759,[3.1940016746520996]
1760,[0.29355841875076294]
1761,[1.1481318473815918]
1762,[0.5588929653167725]
1763,[0.22779309749603271]
1764,[0.8465031385421753]
1765,[13.26706314086914]
1766,[1.2574726343154907]
1767,[0.5148985385894775]
1768,[0.6337512135505676]
1769,[0.6181654930114746]
1770,[0.9673256278038025]
1771,[0.1885620802640915]
1772,[0.37460964918136597]
1773,[0.3610498309135437]
1774,[0.4751613140106201]
1775,[0.4278090000152588]
1776,[0.9667182564735413]
1777,[0.3541927635669708]
1778,[0.8617353439331055]
1779,[0.4222481846809387]
1780,[0.23697736859321594]
1781,[0.3899691700935364]
1782,[5.397964954376221]
1783,[0.12588092684745789]
1784,[0.14811256527900696]
1785,[1.2456305027008057]
1786,[0.6208624839782715]
1787,[0.5640206336975098]
1788,[0.8972030878067017]
1789,[21.20255470275879]
1790,[0.35376569628715515]
1791,[4.36691427230835]
1792,[7.33033561706543]
1793,[1.922298789024353]
1794,[0.7270975708961487]
1795,[8.651308059692383]
1796,[4.254247665405273]
1797,[0.640034556388855]
1798,[1.1419533491134644]
1799,[0.21082739531993866]
1800,[0.8848800659179688]
1801,[0.4734807312488556]
